internalTaxonId,useCode,useName
172570,16,Establishing ex-situ production *
172570,13,"Pets/display animals, horticulture"
172573,13,"Pets/display animals, horticulture"
172574,13,"Pets/display animals, horticulture"
172576,13,"Pets/display animals, horticulture"
172578,13,"Pets/display animals, horticulture"
172580,13,"Pets/display animals, horticulture"
194944,3,Medicine - human & veterinary
194944,1,Food - human
19891546,9,Construction or structural materials
19891546,7,Fuels
19891546,1,Food - human
198724,1,Food - human
198725,1,Food - human
176308,16,Establishing ex-situ production *
176308,13,"Pets/display animals, horticulture"
177951,1,Food - human
177993,1,Food - human
177993,13,"Pets/display animals, horticulture"
177994,13,"Pets/display animals, horticulture"
177994,1,Food - human
177995,13,"Pets/display animals, horticulture"
177995,1,Food - human
177997,1,Food - human
177997,13,"Pets/display animals, horticulture"
178000,13,"Pets/display animals, horticulture"
178000,1,Food - human
178002,1,Food - human
166856,1,Food - human
166856,1,Food - human
23148,1,Food - human
23148,15,Sport hunting/specimen collecting
190422,1,Food - human
44393573,3,Medicine - human & veterinary
44393035,16,Establishing ex-situ production *
44393035,3,Medicine - human & veterinary
44393035,1,Food - human
44393035,13,"Pets/display animals, horticulture"
21860,1,Food - human
179078,1,Food - human
200678,1,Food - human
164490,13,"Pets/display animals, horticulture"
181846,13,"Pets/display animals, horticulture"
198727,1,Food - human
198739,1,Food - human
19892219,12,"Handicrafts, jewellery, etc."
19892219,2,Food - animal
19892219,3,Medicine - human & veterinary
19892219,7,Fuels
19892219,1,Food - human
19892219,9,Construction or structural materials
184771,1,Food - human
201688,8,Fibre
201688,5,Manufacturing chemicals
201688,3,Medicine - human & veterinary
201688,2,Food - animal
201688,17,Other (free text)
180251,13,"Pets/display animals, horticulture"
5270,15,Sport hunting/specimen collecting
32239,11,Other household goods
180231,1,Food - human
180235,1,Food - human
180238,3,Medicine - human & veterinary
180238,1,Food - human
180248,1,Food - human
180257,16,Establishing ex-situ production *
180257,3,Medicine - human & veterinary
180257,1,Food - human
180265,3,Medicine - human & veterinary
180265,1,Food - human
180274,1,Food - human
180274,3,Medicine - human & veterinary
180275,1,Food - human
180298,1,Food - human
40090,12,"Handicrafts, jewellery, etc."
34501,1,Food - human
158304,13,"Pets/display animals, horticulture"
19892278,5,Manufacturing chemicals
19892278,7,Fuels
19891445,3,Medicine - human & veterinary
19891947,7,Fuels
19891947,9,Construction or structural materials
168873,2,Food - animal
168873,3,Medicine - human & veterinary
9721,1,Food - human
185635,12,"Handicrafts, jewellery, etc."
19893142,16,Establishing ex-situ production *
19893142,13,"Pets/display animals, horticulture"
7949,2,Food - animal
7949,1,Food - human
7949,3,Medicine - human & veterinary
180324,1,Food - human
164403,6,Other chemicals
164403,5,Manufacturing chemicals
164403,14,Research
164403,3,Medicine - human & veterinary
167871,3,Medicine - human & veterinary
167871,13,"Pets/display animals, horticulture"
181862,1,Food - human
180329,1,Food - human
137247,15,Sport hunting/specimen collecting
158388,13,"Pets/display animals, horticulture"
46102929,7,Fuels
19893051,9,Construction or structural materials
19893051,7,Fuels
165796,18,Unknown
158287,3,Medicine - human & veterinary
180337,3,Medicine - human & veterinary
180337,1,Food - human
180338,1,Food - human
180340,1,Food - human
185681,13,"Pets/display animals, horticulture"
44392854,1,Food - human
180355,1,Food - human
41588,13,"Pets/display animals, horticulture"
19891448,9,Construction or structural materials
19891448,5,Manufacturing chemicals
19891448,4,Poisons
19891448,10,"Wearing apparel, accessories"
19891448,12,"Handicrafts, jewellery, etc."
19891448,6,Other chemicals
19891448,3,Medicine - human & veterinary
19891448,13,"Pets/display animals, horticulture"
19891448,7,Fuels
19891448,2,Food - animal
19891448,8,Fibre
19891448,1,Food - human
19891448,16,Establishing ex-situ production *
168726,16,Establishing ex-situ production *
168726,7,Fuels
168726,5,Manufacturing chemicals
168726,8,Fibre
168726,2,Food - animal
180363,1,Food - human
180367,1,Food - human
180375,13,"Pets/display animals, horticulture"
180375,1,Food - human
180386,1,Food - human
182023,1,Food - human
182023,1,Food - human
180400,13,"Pets/display animals, horticulture"
180400,1,Food - human
180405,1,Food - human
180411,1,Food - human
180414,1,Food - human
176957,11,Other household goods
176957,2,Food - animal
19892937,16,Establishing ex-situ production *
19892937,13,"Pets/display animals, horticulture"
180421,1,Food - human
180421,13,"Pets/display animals, horticulture"
180437,1,Food - human
180443,1,Food - human
198742,1,Food - human
22028,13,"Pets/display animals, horticulture"
22028,1,Food - human
22028,16,Establishing ex-situ production *
158062,13,"Pets/display animals, horticulture"
180063,7,Fuels
63440,18,Unknown
180477,1,Food - human
180481,3,Medicine - human & veterinary
180481,1,Food - human
180481,13,"Pets/display animals, horticulture"
180483,1,Food - human
180504,1,Food - human
180511,1,Food - human
180511,3,Medicine - human & veterinary
180512,1,Food - human
180518,3,Medicine - human & veterinary
180518,1,Food - human
180525,1,Food - human
180530,1,Food - human
180541,1,Food - human
177384,2,Food - animal
177384,1,Food - human
38156,9,Construction or structural materials
38156,7,Fuels
44392847,1,Food - human
44392847,3,Medicine - human & veterinary
44255,18,Unknown
44255,18,Unknown
201678,3,Medicine - human & veterinary
201678,6,Other chemicals
44393073,17,Other (free text)
44393073,14,Research
44393073,3,Medicine - human & veterinary
181807,13,"Pets/display animals, horticulture"
181807,1,Food - human
169043,2,Food - animal
169043,3,Medicine - human & veterinary
19891695,2,Food - animal
19893135,16,Establishing ex-situ production *
19893135,13,"Pets/display animals, horticulture"
198769,2,Food - animal
198769,13,"Pets/display animals, horticulture"
198769,1,Food - human
60816,1,Food - human
181116,13,"Pets/display animals, horticulture"
13581768,3,Medicine - human & veterinary
162663,1,Food - human
198597,2,Food - animal
198603,1,Food - human
14628,18,Unknown
14628,18,Unknown
2807,18,Unknown
44393221,16,Establishing ex-situ production *
44393221,13,"Pets/display animals, horticulture"
160559,15,Sport hunting/specimen collecting
60742,1,Food - human
185865,13,"Pets/display animals, horticulture"
39470,17,Other (free text)
179840,16,Establishing ex-situ production *
179840,17,Other (free text)
185716,1,Food - human
19891648,13,"Pets/display animals, horticulture"
44392142,16,Establishing ex-situ production *
44392142,13,"Pets/display animals, horticulture"
44392142,17,Other (free text)
44392142,14,Research
44392142,3,Medicine - human & veterinary
14627,12,"Handicrafts, jewellery, etc."
19892415,3,Medicine - human & veterinary
39406,1,Food - human
8070,13,"Pets/display animals, horticulture"
8070,1,Food - human
8070,16,Establishing ex-situ production *
9725,1,Food - human
19892747,13,"Pets/display animals, horticulture"
19892747,3,Medicine - human & veterinary
19892747,1,Food - human
154647,1,Food - human
188425,13,"Pets/display animals, horticulture"
103633034,13,"Pets/display animals, horticulture"
188434,1,Food - human
188467,1,Food - human
188470,16,Establishing ex-situ production *
188470,13,"Pets/display animals, horticulture"
34635,12,"Handicrafts, jewellery, etc."
164057,1,Food - human
164057,14,Research
164057,3,Medicine - human & veterinary
168790,17,Other (free text)
168790,2,Food - animal
168790,4,Poisons
188500,1,Food - human
188508,1,Food - human
188538,13,"Pets/display animals, horticulture"
19892073,7,Fuels
19892073,17,Other (free text)
188542,13,"Pets/display animals, horticulture"
188557,13,"Pets/display animals, horticulture"
188569,1,Food - human
188569,13,"Pets/display animals, horticulture"
188581,13,"Pets/display animals, horticulture"
188581,1,Food - human
188586,1,Food - human
188596,13,"Pets/display animals, horticulture"
188607,1,Food - human
188607,13,"Pets/display animals, horticulture"
188609,1,Food - human
188609,13,"Pets/display animals, horticulture"
188617,13,"Pets/display animals, horticulture"
188617,1,Food - human
188622,1,Food - human
58801,13,"Pets/display animals, horticulture"
8968,15,Sport hunting/specimen collecting
8968,1,Food - human
190347,1,Food - human
190380,1,Food - human
190429,15,Sport hunting/specimen collecting
190429,1,Food - human
19892919,2,Food - animal
19892919,1,Food - human
19892919,9,Construction or structural materials
19892919,6,Other chemicals
19892919,5,Manufacturing chemicals
180266,1,Food - human
180266,3,Medicine - human & veterinary
165795,18,Unknown
165795,18,Unknown
165795,18,Unknown
165795,18,Unknown
167999,18,Unknown
167999,18,Unknown
192311,15,Sport hunting/specimen collecting
192314,15,Sport hunting/specimen collecting
192351,15,Sport hunting/specimen collecting
192413,12,"Handicrafts, jewellery, etc."
192413,15,Sport hunting/specimen collecting
192450,15,Sport hunting/specimen collecting
157991,13,"Pets/display animals, horticulture"
158433,13,"Pets/display animals, horticulture"
192455,15,Sport hunting/specimen collecting
192455,12,"Handicrafts, jewellery, etc."
192457,15,Sport hunting/specimen collecting
192459,15,Sport hunting/specimen collecting
192461,15,Sport hunting/specimen collecting
192466,15,Sport hunting/specimen collecting
192494,15,Sport hunting/specimen collecting
192495,15,Sport hunting/specimen collecting
192497,15,Sport hunting/specimen collecting
192499,15,Sport hunting/specimen collecting
192500,15,Sport hunting/specimen collecting
192501,15,Sport hunting/specimen collecting
192504,15,Sport hunting/specimen collecting
192504,12,"Handicrafts, jewellery, etc."
192505,15,Sport hunting/specimen collecting
192505,12,"Handicrafts, jewellery, etc."
192516,15,Sport hunting/specimen collecting
192517,15,Sport hunting/specimen collecting
192518,15,Sport hunting/specimen collecting
192521,15,Sport hunting/specimen collecting
192521,12,"Handicrafts, jewellery, etc."
192522,15,Sport hunting/specimen collecting
192523,15,Sport hunting/specimen collecting
192528,12,"Handicrafts, jewellery, etc."
192528,15,Sport hunting/specimen collecting
192530,15,Sport hunting/specimen collecting
192531,15,Sport hunting/specimen collecting
192533,15,Sport hunting/specimen collecting
192533,12,"Handicrafts, jewellery, etc."
192534,15,Sport hunting/specimen collecting
192534,12,"Handicrafts, jewellery, etc."
192536,15,Sport hunting/specimen collecting
192544,15,Sport hunting/specimen collecting
192545,3,Medicine - human & veterinary
192545,12,"Handicrafts, jewellery, etc."
192545,15,Sport hunting/specimen collecting
192547,15,Sport hunting/specimen collecting
192547,12,"Handicrafts, jewellery, etc."
192548,15,Sport hunting/specimen collecting
192554,15,Sport hunting/specimen collecting
192560,15,Sport hunting/specimen collecting
192562,15,Sport hunting/specimen collecting
192562,12,"Handicrafts, jewellery, etc."
192563,12,"Handicrafts, jewellery, etc."
192563,15,Sport hunting/specimen collecting
192563,3,Medicine - human & veterinary
192564,15,Sport hunting/specimen collecting
192564,12,"Handicrafts, jewellery, etc."
192567,15,Sport hunting/specimen collecting
192567,12,"Handicrafts, jewellery, etc."
192569,15,Sport hunting/specimen collecting
192571,15,Sport hunting/specimen collecting
192572,15,Sport hunting/specimen collecting
192589,13,"Pets/display animals, horticulture"
192589,15,Sport hunting/specimen collecting
192590,12,"Handicrafts, jewellery, etc."
192590,15,Sport hunting/specimen collecting
192594,15,Sport hunting/specimen collecting
192596,15,Sport hunting/specimen collecting
192602,15,Sport hunting/specimen collecting
192611,15,Sport hunting/specimen collecting
192611,12,"Handicrafts, jewellery, etc."
192608,15,Sport hunting/specimen collecting
192608,12,"Handicrafts, jewellery, etc."
192610,15,Sport hunting/specimen collecting
192613,12,"Handicrafts, jewellery, etc."
192613,15,Sport hunting/specimen collecting
192614,15,Sport hunting/specimen collecting
192614,12,"Handicrafts, jewellery, etc."
192620,15,Sport hunting/specimen collecting
192626,15,Sport hunting/specimen collecting
192631,15,Sport hunting/specimen collecting
192634,12,"Handicrafts, jewellery, etc."
192634,15,Sport hunting/specimen collecting
192636,12,"Handicrafts, jewellery, etc."
192636,15,Sport hunting/specimen collecting
192664,12,"Handicrafts, jewellery, etc."
192664,15,Sport hunting/specimen collecting
192664,3,Medicine - human & veterinary
192665,15,Sport hunting/specimen collecting
192665,12,"Handicrafts, jewellery, etc."
192669,15,Sport hunting/specimen collecting
192670,15,Sport hunting/specimen collecting
192670,12,"Handicrafts, jewellery, etc."
192674,15,Sport hunting/specimen collecting
192674,12,"Handicrafts, jewellery, etc."
192678,15,Sport hunting/specimen collecting
192681,15,Sport hunting/specimen collecting
192688,15,Sport hunting/specimen collecting
192694,12,"Handicrafts, jewellery, etc."
192694,15,Sport hunting/specimen collecting
192699,15,Sport hunting/specimen collecting
192699,12,"Handicrafts, jewellery, etc."
192700,12,"Handicrafts, jewellery, etc."
192700,15,Sport hunting/specimen collecting
192702,15,Sport hunting/specimen collecting
192703,15,Sport hunting/specimen collecting
192703,12,"Handicrafts, jewellery, etc."
192704,12,"Handicrafts, jewellery, etc."
192704,15,Sport hunting/specimen collecting
192709,15,Sport hunting/specimen collecting
192712,12,"Handicrafts, jewellery, etc."
192712,15,Sport hunting/specimen collecting
192712,14,Research
192713,15,Sport hunting/specimen collecting
192714,12,"Handicrafts, jewellery, etc."
192714,15,Sport hunting/specimen collecting
192717,15,Sport hunting/specimen collecting
192719,15,Sport hunting/specimen collecting
192719,12,"Handicrafts, jewellery, etc."
192719,3,Medicine - human & veterinary
192720,15,Sport hunting/specimen collecting
192721,15,Sport hunting/specimen collecting
192722,12,"Handicrafts, jewellery, etc."
192722,15,Sport hunting/specimen collecting
192725,15,Sport hunting/specimen collecting
192726,15,Sport hunting/specimen collecting
192727,12,"Handicrafts, jewellery, etc."
192727,15,Sport hunting/specimen collecting
192729,12,"Handicrafts, jewellery, etc."
192729,15,Sport hunting/specimen collecting
192731,15,Sport hunting/specimen collecting
192789,15,Sport hunting/specimen collecting
192789,12,"Handicrafts, jewellery, etc."
192792,15,Sport hunting/specimen collecting
192793,12,"Handicrafts, jewellery, etc."
192793,15,Sport hunting/specimen collecting
192794,12,"Handicrafts, jewellery, etc."
192794,15,Sport hunting/specimen collecting
19891465,3,Medicine - human & veterinary
192819,15,Sport hunting/specimen collecting
192819,12,"Handicrafts, jewellery, etc."
192824,15,Sport hunting/specimen collecting
192826,15,Sport hunting/specimen collecting
192830,15,Sport hunting/specimen collecting
192853,15,Sport hunting/specimen collecting
192853,12,"Handicrafts, jewellery, etc."
192854,15,Sport hunting/specimen collecting
192858,15,Sport hunting/specimen collecting
192861,15,Sport hunting/specimen collecting
192863,15,Sport hunting/specimen collecting
192864,12,"Handicrafts, jewellery, etc."
192864,15,Sport hunting/specimen collecting
192870,15,Sport hunting/specimen collecting
192870,12,"Handicrafts, jewellery, etc."
192872,15,Sport hunting/specimen collecting
192875,15,Sport hunting/specimen collecting
192879,12,"Handicrafts, jewellery, etc."
192879,15,Sport hunting/specimen collecting
193272,1,Food - human
193599,13,"Pets/display animals, horticulture"
193622,1,Food - human
193646,1,Food - human
193646,13,"Pets/display animals, horticulture"
193647,1,Food - human
193647,13,"Pets/display animals, horticulture"
193655,13,"Pets/display animals, horticulture"
193656,13,"Pets/display animals, horticulture"
193662,13,"Pets/display animals, horticulture"
193691,13,"Pets/display animals, horticulture"
193697,13,"Pets/display animals, horticulture"
193699,13,"Pets/display animals, horticulture"
193699,1,Food - human
193700,13,"Pets/display animals, horticulture"
193700,1,Food - human
193701,4,Poisons
193705,13,"Pets/display animals, horticulture"
193711,13,"Pets/display animals, horticulture"
193712,1,Food - human
193712,13,"Pets/display animals, horticulture"
193717,1,Food - human
193717,2,Food - animal
193718,1,Food - human
193722,14,Research
193722,13,"Pets/display animals, horticulture"
193753,13,"Pets/display animals, horticulture"
193758,1,Food - human
193766,13,"Pets/display animals, horticulture"
193768,13,"Pets/display animals, horticulture"
193796,13,"Pets/display animals, horticulture"
193799,13,"Pets/display animals, horticulture"
194437,16,Establishing ex-situ production *
194437,1,Food - human
194440,16,Establishing ex-situ production *
194440,1,Food - human
194441,16,Establishing ex-situ production *
194441,1,Food - human
195680,13,"Pets/display animals, horticulture"
195680,1,Food - human
195756,1,Food - human
195756,13,"Pets/display animals, horticulture"
181606,1,Food - human
195762,13,"Pets/display animals, horticulture"
195762,1,Food - human
199391,1,Food - human
19891606,3,Medicine - human & veterinary
35798,3,Medicine - human & veterinary
35798,7,Fuels
196408,1,Food - human
165791,18,Unknown
165791,18,Unknown
165791,18,Unknown
56231,13,"Pets/display animals, horticulture"
164162,11,Other household goods
164162,9,Construction or structural materials
19892718,16,Establishing ex-situ production *
19892718,3,Medicine - human & veterinary
19892718,17,Other (free text)
196813,2,Food - animal
196813,1,Food - human
197037,1,Food - human
197044,1,Food - human
197056,1,Food - human
197058,1,Food - human
197832,1,Food - human
198235,1,Food - human
198511,13,"Pets/display animals, horticulture"
198998,13,"Pets/display animals, horticulture"
198998,1,Food - human
199624,1,Food - human
165805,18,Unknown
185676,18,Unknown
9266,1,Food - human
9266,1,Food - human
19892765,2,Food - animal
19892765,3,Medicine - human & veterinary
11280,2,Food - animal
182314,1,Food - human
182526,18,Unknown
182526,1,Food - human
39543,1,Food - human
34147,9,Construction or structural materials
177137,13,"Pets/display animals, horticulture"
185674,1,Food - human
185674,2,Food - animal
185728,18,Unknown
46512613,9,Construction or structural materials
198736,1,Food - human
168863,2,Food - animal
168863,3,Medicine - human & veterinary
168863,18,Unknown
175129,1,Food - human
181867,1,Food - human
41645,3,Medicine - human & veterinary
158238,13,"Pets/display animals, horticulture"
184776,18,Unknown
200787,1,Food - human
200866,16,Establishing ex-situ production *
200866,1,Food - human
201344,3,Medicine - human & veterinary
201496,7,Fuels
201496,1,Food - human
155318,1,Food - human
19892353,4,Poisons
19892353,3,Medicine - human & veterinary
19892353,2,Food - animal
175208,16,Establishing ex-situ production *
175208,13,"Pets/display animals, horticulture"
47608181,1,Food - human
30901,16,Establishing ex-situ production *
30901,13,"Pets/display animals, horticulture"
181729,1,Food - human
181729,1,Food - human
181729,1,Food - human
198713,1,Food - human
16507347,1,Food - human
19891541,3,Medicine - human & veterinary
185641,1,Food - human
179312,13,"Pets/display animals, horticulture"
18320,1,Food - human
19893027,2,Food - animal
19893027,3,Medicine - human & veterinary
19893027,7,Fuels
19893027,9,Construction or structural materials
44392727,2,Food - animal
184555,18,Unknown
184555,1,Food - human
184555,18,Unknown
33046,9,Construction or structural materials
33046,7,Fuels
14054,1,Food - human
154807,2,Food - animal
154807,13,"Pets/display animals, horticulture"
154807,1,Food - human
19892881,13,"Pets/display animals, horticulture"
19892881,17,Other (free text)
19892881,5,Manufacturing chemicals
19892881,4,Poisons
19892881,6,Other chemicals
44392633,12,"Handicrafts, jewellery, etc."
158182,13,"Pets/display animals, horticulture"
44393506,17,Other (free text)
163163,1,Food - human
165763,18,Unknown
165763,18,Unknown
165763,18,Unknown
19892671,7,Fuels
19892671,9,Construction or structural materials
19891866,3,Medicine - human & veterinary
158048,13,"Pets/display animals, horticulture"
168994,1,Food - human
168994,3,Medicine - human & veterinary
46512559,9,Construction or structural materials
168879,2,Food - animal
168879,1,Food - human
168879,3,Medicine - human & veterinary
185678,18,Unknown
16725902,3,Medicine - human & veterinary
16725902,13,"Pets/display animals, horticulture"
19892917,5,Manufacturing chemicals
19892917,9,Construction or structural materials
44392161,2,Food - animal
44392161,1,Food - human
198582,2,Food - animal
198582,1,Food - human
44392757,3,Medicine - human & veterinary
44392757,9,Construction or structural materials
44392757,13,"Pets/display animals, horticulture"
42437,9,Construction or structural materials
165798,18,Unknown
165798,18,Unknown
44392508,1,Food - human
185689,13,"Pets/display animals, horticulture"
162567,1,Food - human
155215,1,Food - human
168937,1,Food - human
168937,2,Food - animal
168937,6,Other chemicals
168937,3,Medicine - human & veterinary
158124,16,Establishing ex-situ production *
158124,1,Food - human
158124,6,Other chemicals
168929,2,Food - animal
168929,3,Medicine - human & veterinary
19892528,2,Food - animal
19892528,1,Food - human
19892945,9,Construction or structural materials
177128,1,Food - human
185740,1,Food - human
185740,17,Other (free text)
158290,3,Medicine - human & veterinary
44392704,2,Food - animal
18324,1,Food - human
158329,13,"Pets/display animals, horticulture"
42560,7,Fuels
42560,9,Construction or structural materials
200642,6,Other chemicals
163085,1,Food - human
185772,18,Unknown
185772,1,Food - human
34212,3,Medicine - human & veterinary
44238,18,Unknown
34160,7,Fuels
44392117,1,Food - human
44392117,2,Food - animal
56546496,1,Food - human
18372,3,Medicine - human & veterinary
18372,1,Food - human
7135,1,Food - human
30365,9,Construction or structural materials
30365,12,"Handicrafts, jewellery, etc."
19891808,16,Establishing ex-situ production *
19891808,13,"Pets/display animals, horticulture"
21342198,14,Research
21342198,1,Food - human
160614,15,Sport hunting/specimen collecting
17278,1,Food - human
198737,1,Food - human
198755,1,Food - human
59790,18,Unknown
59790,18,Unknown
59790,18,Unknown
201407,17,Other (free text)
201407,3,Medicine - human & veterinary
201497,3,Medicine - human & veterinary
201497,11,Other household goods
201497,5,Manufacturing chemicals
201497,9,Construction or structural materials
201497,2,Food - animal
201497,13,"Pets/display animals, horticulture"
201497,17,Other (free text)
185627,12,"Handicrafts, jewellery, etc."
185733,18,Unknown
17060715,13,"Pets/display animals, horticulture"
19892008,3,Medicine - human & veterinary
158463,13,"Pets/display animals, horticulture"
15951,16,Establishing ex-situ production *
15951,12,"Handicrafts, jewellery, etc."
15951,10,"Wearing apparel, accessories"
15951,3,Medicine - human & veterinary
15951,15,Sport hunting/specimen collecting
165782,18,Unknown
165788,18,Unknown
165788,12,"Handicrafts, jewellery, etc."
201390,3,Medicine - human & veterinary
185693,1,Food - human
185693,3,Medicine - human & veterinary
185693,11,Other household goods
44392374,3,Medicine - human & veterinary
198756,1,Food - human
19891902,3,Medicine - human & veterinary
19891902,5,Manufacturing chemicals
19891902,6,Other chemicals
19891902,7,Fuels
19891902,9,Construction or structural materials
19891902,13,"Pets/display animals, horticulture"
158343,3,Medicine - human & veterinary
164404,17,Other (free text)
164404,14,Research
185223,3,Medicine - human & veterinary
185724,3,Medicine - human & veterinary
11284,18,Unknown
181765,1,Food - human
44232,1,Food - human
103634594,13,"Pets/display animals, horticulture"
43972,1,Food - human
184741,18,Unknown
184741,18,Unknown
60579,1,Food - human
42439,9,Construction or structural materials
164121,13,"Pets/display animals, horticulture"
21856,1,Food - human
200647,9,Construction or structural materials
200647,7,Fuels
17279,18,Unknown
17279,18,Unknown
19892546,3,Medicine - human & veterinary
19892546,7,Fuels
19892546,2,Food - animal
19892546,1,Food - human
19892546,9,Construction or structural materials
30340,3,Medicine - human & veterinary
19892412,13,"Pets/display animals, horticulture"
44392199,1,Food - human
44392199,2,Food - animal
164368,13,"Pets/display animals, horticulture"
164368,3,Medicine - human & veterinary
164368,16,Establishing ex-situ production *
19892474,9,Construction or structural materials
19892474,7,Fuels
19892474,6,Other chemicals
19892474,3,Medicine - human & veterinary
45402,7,Fuels
32907,11,Other household goods
32907,7,Fuels
32907,12,"Handicrafts, jewellery, etc."
32907,9,Construction or structural materials
16012,1,Food - human
180286,1,Food - human
180352,3,Medicine - human & veterinary
180352,1,Food - human
201411,3,Medicine - human & veterinary
170355,1,Food - human
181889,16,Establishing ex-situ production *
181889,1,Food - human
181889,13,"Pets/display animals, horticulture"
182567,1,Food - human
198556,1,Food - human
198710,1,Food - human
158037,3,Medicine - human & veterinary
167944,18,Unknown
170262,1,Food - human
170262,15,Sport hunting/specimen collecting
182597,1,Food - human
182853,1,Food - human
21113146,1,Food - human
157273,13,"Pets/display animals, horticulture"
157273,12,"Handicrafts, jewellery, etc."
157273,3,Medicine - human & veterinary
163448,1,Food - human
163448,13,"Pets/display animals, horticulture"
166963,1,Food - human
169632,5,Manufacturing chemicals
169632,1,Food - human
170246,1,Food - human
170474,14,Research
172495,1,Food - human
172579,13,"Pets/display animals, horticulture"
172579,3,Medicine - human & veterinary
172579,12,"Handicrafts, jewellery, etc."
183165,1,Food - human
186087,1,Food - human
186088,1,Food - human
190221,1,Food - human
192982,1,Food - human
193009,1,Food - human
193013,1,Food - human
193018,1,Food - human
193024,13,"Pets/display animals, horticulture"
193028,1,Food - human
193031,1,Food - human
193037,1,Food - human
193039,1,Food - human
193041,1,Food - human
193043,1,Food - human
193055,13,"Pets/display animals, horticulture"
193055,1,Food - human
193060,1,Food - human
193062,1,Food - human
193066,13,"Pets/display animals, horticulture"
193067,13,"Pets/display animals, horticulture"
193068,13,"Pets/display animals, horticulture"
193073,1,Food - human
193075,13,"Pets/display animals, horticulture"
193076,1,Food - human
193078,1,Food - human
193082,13,"Pets/display animals, horticulture"
193091,1,Food - human
193107,1,Food - human
193114,1,Food - human
193127,1,Food - human
193128,1,Food - human
193139,1,Food - human
193143,1,Food - human
193156,1,Food - human
193160,1,Food - human
193162,13,"Pets/display animals, horticulture"
193163,1,Food - human
193167,1,Food - human
193168,13,"Pets/display animals, horticulture"
193189,1,Food - human
193200,1,Food - human
193204,1,Food - human
193205,1,Food - human
193206,13,"Pets/display animals, horticulture"
193209,13,"Pets/display animals, horticulture"
193213,13,"Pets/display animals, horticulture"
193217,1,Food - human
193221,1,Food - human
193223,1,Food - human
193226,13,"Pets/display animals, horticulture"
193230,1,Food - human
193238,13,"Pets/display animals, horticulture"
193242,1,Food - human
193244,1,Food - human
193245,1,Food - human
193250,1,Food - human
193256,1,Food - human
194289,1,Food - human
194331,1,Food - human
194335,1,Food - human
194336,1,Food - human
194337,1,Food - human
194338,1,Food - human
194339,1,Food - human
194343,1,Food - human
194349,1,Food - human
194351,1,Food - human
194356,1,Food - human
194360,1,Food - human
194363,1,Food - human
194366,1,Food - human
194367,1,Food - human
194370,1,Food - human
194371,1,Food - human
194374,1,Food - human
194376,1,Food - human
194377,1,Food - human
194379,1,Food - human
194382,1,Food - human
194383,1,Food - human
194385,1,Food - human
194387,1,Food - human
194407,1,Food - human
196319,17,Other (free text)
196319,1,Food - human
196441,3,Medicine - human & veterinary
196441,13,"Pets/display animals, horticulture"
197076,1,Food - human
203820,13,"Pets/display animals, horticulture"
203829,13,"Pets/display animals, horticulture"
2113,1,Food - human
44461,1,Food - human
44462,1,Food - human
84519931,3,Medicine - human & veterinary
84519931,1,Food - human
6004,1,Food - human
6009,13,"Pets/display animals, horticulture"
6009,1,Food - human
61250,1,Food - human
13151906,13,"Pets/display animals, horticulture"
194991,1,Food - human
194991,2,Food - animal
183160,1,Food - human
61207,2,Food - animal
61207,1,Food - human
154893,1,Food - human
198630,1,Food - human
198630,2,Food - animal
198724,1,Food - human
194993,2,Food - animal
194993,1,Food - human
198726,1,Food - human
198582,1,Food - human
198582,2,Food - animal
198742,1,Food - human
198743,1,Food - human
198745,1,Food - human
198746,1,Food - human
198748,1,Food - human
198547,1,Food - human
198736,1,Food - human
198739,1,Food - human
198565,15,Sport hunting/specimen collecting
198565,1,Food - human
198714,1,Food - human
198714,15,Sport hunting/specimen collecting
15521789,2,Food - animal
15521789,1,Food - human
15601976,1,Food - human
15601976,15,Sport hunting/specimen collecting
15601979,1,Food - human
15601982,1,Food - human
15601985,1,Food - human
15602438,1,Food - human
15622597,1,Food - human
15622608,1,Food - human
15622611,2,Food - animal
15622611,1,Food - human
15622678,1,Food - human
15622693,1,Food - human
15622706,1,Food - human
15622732,1,Food - human
15622732,2,Food - animal
15622781,1,Food - human
15622789,1,Food - human
15622793,1,Food - human
15622796,1,Food - human
15622835,1,Food - human
16393900,13,"Pets/display animals, horticulture"
16439757,1,Food - human
16425354,1,Food - human
16719296,1,Food - human
16719994,1,Food - human
16720036,1,Food - human
16720577,1,Food - human
16720528,1,Food - human
16720083,1,Food - human
16720568,1,Food - human
16720022,1,Food - human
16720328,1,Food - human
16720267,1,Food - human
16720002,1,Food - human
16721443,1,Food - human
16720607,1,Food - human
16721842,1,Food - human
16779308,1,Food - human
58168,1,Food - human
56072,13,"Pets/display animals, horticulture"
58094,1,Food - human
59651,13,"Pets/display animals, horticulture"
56187,13,"Pets/display animals, horticulture"
59565,13,"Pets/display animals, horticulture"
17450723,13,"Pets/display animals, horticulture"
54443,1,Food - human
88340714,13,"Pets/display animals, horticulture"
89257302,1,Food - human
89257302,13,"Pets/display animals, horticulture"
58179,1,Food - human
10032,1,Food - human
10032,3,Medicine - human & veterinary
10103,12,"Handicrafts, jewellery, etc."
10103,1,Food - human
6410,1,Food - human
9997,1,Food - human
41766,1,Food - human
41504,1,Food - human
19708,1,Food - human
136599,1,Food - human
198557,2,Food - animal
21112909,1,Food - human
198609,1,Food - human
198671,16,Establishing ex-situ production *
198671,15,Sport hunting/specimen collecting
